source,url,title,page,alias_matched,match_context,match_location,needs_manual_review,confidence
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,Nitrogen,"llization trials. Crystallization drops were set up with 1 µl of protein plus 2 µl of reservoir containing approximately 12% PEG 3350, 0.1 M magnesium acetate and 0.1 M HEPES, pH 7.2. Crystals grew overnight and were flash frozen in liquid nitrogen after transfer to a cryoprotectant solution containing mother liquor plus 20%(v/v) glycerol. Crystal structure data collection and refinement statistics can be found in the Supplementary section . Kinase selectivity assays PF-07245303 was",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,Ben 2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,ben—2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,ben–2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,Ben—2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,BEN 2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,ben_2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,ben‑2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,BEN‐2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,ben−2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,NITROGEN,"llization trials. Crystallization drops were set up with 1 µl of protein plus 2 µl of reservoir containing approximately 12% PEG 3350, 0.1 M magnesium acetate and 0.1 M HEPES, pH 7.2. Crystals grew overnight and were flash frozen in liquid nitrogen after transfer to a cryoprotectant solution containing mother liquor plus 20%(v/v) glycerol. Crystal structure data collection and refinement statistics can be found in the Supplementary section . Kinase selectivity assays PF-07245303 was",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,"ben
2293","c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,BEN‑2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,Ben–2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,Ben_2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,BEN–2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,ben‐2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,"BEN
2293","c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,BEN_2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,Ben−2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,Ben‑2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,BEN−2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,BEN—2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,Ben-2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,Ben‐2293,"c dermatitis model 70 . In a clinical trial in psoriasis patients, topical treatment with a reported TRKA kinase inhibitor resulted in significant attenuation of pruritus 71 . Additionally, BenevolentAI advanced a topical pan-TRK inhibitor BEN-2293 (1%) into clinical study (NCT04737304) with mild-to-moderate atopic dermatitis patients 72 . As a potent inhibitor of TRKA kinase activity, PF-07245303 treatment of basophils in human blood could inhibit NGF-dependent basophil activation a",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,Placebo,"lammation in experimental atopic dermatitis Article Open access 07 November 2022 The regulatory T cell-selective interleukin-2 receptor agonist rezpegaldesleukin in the treatment of inflammatory skin diseases: two randomized, double-blind, placebo-controlled phase 1b trials Article Open access 25 October 2024 IKK2 controls the inflammatory potential of tissue-resident regulatory T cells in a murine gain of function model Article Open access 25 March 2024 Introduction Atopic dermatit",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,Air,"nt for in vivo T cell responses, as ITK-deficient mice and/or mice treated with an ITK kinase inhibitor demonstrate reduced disease in models of type I diabetes, multiple sclerosis, lymphoproliferative disease, colitis, allergy/asthma, and airway hyperresponsiveness 9 , 13 , 14 , 15 , 16 , 17 , 18 . Transgenic mice expressing kinase-dead ITK are protected from OVA-induced pulmonary inflammation, supporting the role for ITK kinase activity in mediating Th2 inflammation 19 . Moreo",body,False,0
Webpage,https://doi.org/10.1038/s41467-026-70000-6,Discovery of an ITK and TRK kinase inhibitor for the potential topical treatment of atopic dermatitis | Nature Communications,,4,"topical treatment of atopic dermatitis Jennifer L. Duffen ORCID: orcid.org/0000-0001-7797-037X 1 na1 , Kimberly K. Crouse 1 , Lin Ji 1 , Amy L. Brault 2 , Kristen Ford 2 , Jonathan Brooks 1 , Scott A. Jelinsky ORCID: orcid.org/0000-0002-5114-0236 1 , Yizheng Li ORCID: orcid.org/0009-0008-4712-9019 1 , Julia H. Shin ORCID: orcid.org/0000-0002-5876-3866 1 , Yajuan Zhao 1 , Tatyana Andreyeva 1 , Katherine Hammerman 3 , Christina Arnold 1 , Richard T. Sheldon 1 , Jeonifer Garren 4",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,Atopic Dermatitis,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link Skip to main content Advertisement Log in Menu Find a journal Publish with us Track your research Search Saved research Cart Home American Journal of Clinical Dermatology A,body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,LOTAMILAST,"tis, and AD [ 29 , 30 ]. Crisaborole 2% ointment, a PDE4 inhibitor, received an expanded age indication by the FDA for AD down to patients aged ≥ 3 months [ 31 ]. There are several new topical PDE4 inhibitors that have been in development: lotamilast (RVT-501/E6005, Dermavant), difamilast (OPA-15406/MM36, Otsuka), DRM02 (Dermira), LEO 29102 (LEO Pharma), roflumilast (AstraZeneca), Hemay808 (Tianjin Hemay Pharmaceutical), and PF-07038124 (Pfizer) [ 16 ]. In this article, the PDE4 inhibi",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,Lotamilast,"tis, and AD [ 29 , 30 ]. Crisaborole 2% ointment, a PDE4 inhibitor, received an expanded age indication by the FDA for AD down to patients aged ≥ 3 months [ 31 ]. There are several new topical PDE4 inhibitors that have been in development: lotamilast (RVT-501/E6005, Dermavant), difamilast (OPA-15406/MM36, Otsuka), DRM02 (Dermira), LEO 29102 (LEO Pharma), roflumilast (AstraZeneca), Hemay808 (Tianjin Hemay Pharmaceutical), and PF-07038124 (Pfizer) [ 16 ]. In this article, the PDE4 inhibi",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,"BEN 
2293","), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,Psoriasis,"titis: Where Are We Now? Chapter © 2024 Explore related subjects Discover the latest articles, books and news in related subjects, suggested using machine learning. Antisense Oligonucleotide Therapy Atopic dermatitis Dermatological Therapy Psoriasis Targeted therapies Therapeutics Inflammatory Skin Diseases and Patient Quality of Life FormalPara Key Points Topical ruxolitinib cream, a Janus kinase 1 (JAK1)/JAK2 inhibitor, has been approved for mild-to-moderate atopic dermatitis in pat",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,"Ben-
2293","), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,"BEN-
2293","), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,"Ben 
2293","), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,"ben 
2293","), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,"ben-
2293","), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,ben 2293,"), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,BEN-2293,"), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,ben-2293,"), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,"Ben
2293","), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,Ben 2293,"), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,ben—2293,"), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,Ati-1777,"the human JAKs (JAK1, JAK2, JAK3, and TYK2). A selective topical JAKi currently in clinical development is SHR0302 (JAK1, Reistone Biopharma). Dual topical JAKi include ruxolitinib (JAK1/JAK2, Incyte), brepocitinib (JAK1/TYK2, Pfizer), and ATI-1777 (JAK1/JAK3, Aclaris). Non-selective topical pan-JAKi approved for AD, or in clinical development, include delgocitinib (Japan Tobacco/LEO), cerdulatinib (RVT/DMVT502, Dermavant), jaktinib (Suzhou Zeigen Biopharma), and CEE321 (Novartis) [",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,ben–2293,"), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,Ben—2293,"), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,BEN 2293,"), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,ben_2293,"), phosphodiesterase-4 inhibition (roflumilast and difamilast), aryl hydrocarbon modulation (tapinarof), and modulation of the microbiome. We also review novel targeted therapies that are in early phase clinical trials, including AMTX-100, BEN-2293, and PRN473. Preliminary findings on efficacy and tolerability of most of these agents are promising, but further studies are warranted to evaluate the long-term safety and efficacy of these novel agents against the current standard of car",body,False,0
