evidence_id,title,source_types,best_source,url,doi,pmid,pmcid,pub_date,journal_or_site,aliases_matched,match_locations,best_match_context,confidence,evidence_bucket,needs_manual_review,queries_used
EVID-00876,Oxidative and Nitrosative Stress in Atopic Dermatitis and Depression: Similarities in Biomarkers and Pathophysiological Mechanisms.,['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42347024/,10.3390/pathophysiology33020039,42347024,PMC13305292,2026-Jun-10,Pathophysiology : the official journal of the International Society for Pathophysiology,['Atopic Dermatitis' '4'],['title' 'abstract'],Oxidative and Nitrosative Stress in Atopic Dermatitis and Depression: Similarities in Biomarkers and Pathophysiological Mechanisms.,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""']"
EVID-00221,Pathobiology of atopic dermatitis and association with disease severity after acute oral steroid treatment.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42058016/,10.1016/j.jacig.2026.100696,42058016,PMC13123604,2026-Jul,The journal of allergy and clinical immunology. Global,['Atopic Dermatitis' 'Placebo' 'Eczema'],['title' 'abstract'],Pathobiology of atopic dermatitis and association with disease severity after acute oral steroid treatment.,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00163,Patient burden and quality of life in atopic dermatitis in US adults,['OpenAlex'],OpenAlex,https://doi.org/10.1016/j.anai.2018.07.006,10.1016/j.anai.2018.07.006,,,2018-07-16,"{""id"": ""doi:10.1016/j.anai.2018.07.006"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1016/j.anai.2018.07.006"", ""pdf_url"": ""http://www.annallergy.org/article/S1081120618305672/pdf"", ""source"": {""id"": ""https://openalex.org/S153558830"", ""display_name"": ""Annals of Allergy Asthma & Immunology"", ""issn_l"": ""1081-1206"", ""issn"": [""1081-1206"", ""1534-4436""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": ""cc-by-nc-nd"", ""license_id"": ""https://openalex.org/licenses/cc-by-nc-nd"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Annals of Allergy, Asthma &amp; Immunology"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis'],['title'],Patient burden and quality of life in atopic dermatitis in US adults https://doi.org/10.1016/j.anai.2018.07.006,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""' '""Eczema"" ""atopic dermatitis""']"
EVID-00710,Pharmacoeconomic comparison of dupilumab and lebrikizumab for atopic dermatitis treatment in Italy: cost-per-responder analysis.,['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42189026/,10.23736/S2784-8671.26.08514-2,42189026,,2026-Jun,Italian journal of dermatology and venereology,['Atopic Dermatitis' 'Placebo' 'Eczema' '4'],['title' 'abstract'],Pharmacoeconomic comparison of dupilumab and lebrikizumab for atopic dermatitis treatment in Italy: cost-per-responder analysis.,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00321,Possible Pathogenic Role of Th17 Cells for Atopic Dermatitis,['OpenAlex'],OpenAlex,https://doi.org/10.1038/jid.2008.111,10.1038/jid.2008.111,,,2008-04-24,"{""id"": ""doi:10.1038/jid.2008.111"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1038/jid.2008.111"", ""pdf_url"": ""http://www.jidonline.org/article/S0022202X15336551/pdf"", ""source"": {""id"": ""https://openalex.org/S28607811"", ""display_name"": ""Journal of Investigative Dermatology"", ""issn_l"": ""0022-202X"", ""issn"": [""0022-202X"", ""1523-1747""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Journal of Investigative Dermatology"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis'],['title'],Possible Pathogenic Role of Th17 Cells for Atopic Dermatitis https://doi.org/10.1038/jid.2008.111,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""' '""Eczema"" ""atopic dermatitis""']"
EVID-00414,Predictors of optimal disease control in atopic dermatitis with abrocitinib: a real-world study.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42328984/,10.1080/09546634.2026.2672801,42328984,,2026-Dec,The Journal of dermatological treatment,['Atopic Dermatitis' '4'],['title' 'abstract'],Predictors of optimal disease control in atopic dermatitis with abrocitinib: a real-world study.,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""']"
EVID-00087,Pregnancy vitamin D supplementation and bone mineral density of the mother: a post hoc analysis of the MAVIDOS randomised placebo-controlled trial.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/40549003/,10.1007/s00198-025-07568-0,40549003,,2025-Sep,Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA,['Placebo' '4'],['title' 'abstract'],Pregnancy vitamin D supplementation and bone mineral density of the mother: a post hoc analysis of the MAVIDOS randomised placebo-controlled trial.,95,confirmed direct evidence,False,"['""4"" ""BenevolentAI""']"
EVID-00160,Pregnancy vitamin D supplementation and offspring bone mineral density in childhood follow-up of a randomized controlled trial,['OpenAlex' 'PubMed' 'Europe PMC'],OpenAlex,https://doi.org/10.1016/j.ajcnut.2024.09.014,10.1016/j.ajcnut.2024.09.014,39306330,PMC11600048,2024-09-19,"{""id"": ""doi:10.1016/j.ajcnut.2024.09.014"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1016/j.ajcnut.2024.09.014"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S71285955"", ""display_name"": ""American Journal of Clinical Nutrition"", ""issn_l"": ""0002-9165"", ""issn"": [""0002-9165"", ""1938-3207""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": ""cc-by"", ""license_id"": ""https://openalex.org/licenses/cc-by"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""The American Journal of Clinical Nutrition"", ""raw_type"": ""journal-article""}",['4' 'Placebo'],['title' 'abstract'],Pregnancy vitamin D supplementation and offspring bone mineral density in childhood follow-up of a randomized controlled trial https://doi.org/10.1016/j.ajcnut.2024.09.014,95,confirmed direct evidence,False,"['""Eczema"" ""BenevolentAI""' '""Placebo"" ""BenevolentAI""' '""4"" ""BenevolentAI""']"
EVID-00658,Prevalence of IgE-Mediated Food Allergy Among Children With Atopic Dermatitis,['OpenAlex'],OpenAlex,https://doi.org/10.1542/peds.101.3.e8,10.1542/peds.101.3.e8,,,1998-03-01,"{""id"": ""doi:10.1542/peds.101.3.e8"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.1542/peds.101.3.e8"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S77494981"", ""display_name"": ""PEDIATRICS"", ""issn_l"": ""0031-4005"", ""issn"": [""0031-4005"", ""1098-4275""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310315734"", ""host_organization_name"": ""American Academy of Pediatrics"", ""host_organization_lineage"": [""https://openalex.org/P4310315734""], ""host_organization_lineage_names"": [""American Academy of Pediatrics""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Pediatrics"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis' '4'],['title'],Prevalence of IgE-Mediated Food Allergy Among Children With Atopic Dermatitis https://doi.org/10.1542/peds.101.3.e8,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00220,Probiotics for pediatric atopic dermatitis: A systematic review and meta-analysis of randomized controlled trials.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/41675035/,10.1016/j.jacig.2026.100649,41675035,PMC12887882,2026-Mar,The journal of allergy and clinical immunology. Global,['Atopic Dermatitis' 'Placebo' 'Eczema' '4'],['title' 'abstract'],Probiotics for pediatric atopic dermatitis: A systematic review and meta-analysis of randomized controlled trials.,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00532,Quality of life and childhood atopic dermatitis: the misery of living with childhood eczema,['OpenAlex'],OpenAlex,https://doi.org/10.1111/j.1742-1241.2006.01047.x,10.1111/j.1742-1241.2006.01047.x,,,2006-07-12,"{""id"": ""doi:10.1111/j.1742-1241.2006.01047.x"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.1111/j.1742-1241.2006.01047.x"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S22344484"", ""display_name"": ""International Journal of Clinical Practice"", ""issn_l"": ""1368-5031"", ""issn"": [""1368-5031"", ""1742-1241""], ""is_oa"": false, ""is_in_doaj"": true, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320595"", ""host_organization_name"": ""Wiley"", ""host_organization_lineage"": [""https://openalex.org/P4310320595""], ""host_organization_lineage_names"": [""Wiley""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""International Journal of Clinical Practice"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis' 'Eczema' '4'],['title'],Quality of life and childhood atopic dermatitis: the misery of living with childhood eczema https://doi.org/10.1111/j.1742-1241.2006.01047.x,95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""']"
EVID-00409,Raising the bar of efficacy in Atopic Dermatitis: deep response in week 16 responders treated with lebrikizumab over 2 years.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/41814921/,10.1080/09546634.2026.2631233,41814921,,2026-Dec,The Journal of dermatological treatment,['Atopic Dermatitis' 'Placebo' '4'],['title' 'abstract'],Raising the bar of efficacy in Atopic Dermatitis: deep response in week 16 responders treated with lebrikizumab over 2 years.,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00880,Real-World Effectiveness and Safety of Upadacitinib Versus Abrocitinib in Moderate-to-Severe Atopic Dermatitis: A Retrospective Cohort Study.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42356447/,10.3390/ph19060828,42356447,PMC13305105,2026-May-25,"Pharmaceuticals (Basel, Switzerland)",['Atopic Dermatitis' 'Eczema' '4'],['title' 'abstract'],Real-World Effectiveness and Safety of Upadacitinib Versus Abrocitinib in Moderate-to-Severe Atopic Dermatitis: A Retrospective Cohort Study.,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""']"
EVID-00563,"Recruitment, retention and reporting of variables related to ethnic diversity in randomised controlled trials: an umbrella review",['OpenAlex'],OpenAlex,https://doi.org/10.1136/bmjopen-2024-084889,10.1136/bmjopen-2024-084889,,,2024-08-01,"{""id"": ""doi:10.1136/bmjopen-2024-084889"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1136/bmjopen-2024-084889"", ""pdf_url"": ""https://bmjopen.bmj.com/content/bmjopen/14/8/e084889.full.pdf"", ""source"": {""id"": ""https://openalex.org/S79054089"", ""display_name"": ""BMJ Open"", ""issn_l"": ""2044-6055"", ""issn"": [""2044-6055""], ""is_oa"": true, ""is_in_doaj"": true, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310319945"", ""host_organization_name"": ""BMJ"", ""host_organization_lineage"": [""https://openalex.org/P4310319945""], ""host_organization_lineage_names"": [""BMJ""], ""type"": ""journal""}, ""license"": ""cc-by"", ""license_id"": ""https://openalex.org/licenses/cc-by"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""BMJ Open"", ""raw_type"": ""journal-article""}",['4'],['title'],"Recruitment, retention and reporting of variables related to ethnic diversity in randomised controlled trials: an umbrella review https://doi.org/10.1136/bmjopen-2024-084889",95,confirmed direct evidence,False,"['""32032"" ""atopic dermatitis""' '""32032"" ""discontinued""']"
EVID-00140,Rethinking Head and Neck Atopic Dermatitis: Pathogenic Axes and Emerging Therapeutic Directions.,['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42329514/,10.1007/s40257-026-01048-9,42329514,,2026-Jun-22,American journal of clinical dermatology,['Atopic Dermatitis' '4'],['title' 'abstract'],Rethinking Head and Neck Atopic Dermatitis: Pathogenic Axes and Emerging Therapeutic Directions.,95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""']"
EVID-00614,Risk assessment of asthma and allergic rhinitis in atopic dermatitis patients treated with biologics and JAK inhibitors: a systematic review and network meta-analysis of randomized controlled trials.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/41652607/,10.1186/s12916-026-04660-y,41652607,PMC12977586,2026-Feb-07,BMC medicine,['Atopic Dermatitis' 'Placebo' '4'],['title' 'abstract'],Risk assessment of asthma and allergic rhinitis in atopic dermatitis patients treated with biologics and JAK inhibitors: a systematic review and network meta-analysis of randomized controlled trials.,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00150,Role of immediate food hypersensitivity in the pathogenesis of atopic dermatitis,['OpenAlex'],OpenAlex,https://doi.org/10.1016/0091-6749(83)90464-5,10.1016/0091-6749(83)90464-5,,,1983-05-01,"{""id"": ""doi:10.1016/0091-6749(83)90464-5"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.1016/0091-6749(83)90464-5"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S108525051"", ""display_name"": ""Journal of Allergy and Clinical Immunology"", ""issn_l"": ""0091-6749"", ""issn"": [""0091-6749"", ""1085-8725"", ""1097-6825""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Journal of Allergy and Clinical Immunology"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis' '4'],['title'],Role of immediate food hypersensitivity in the pathogenesis of atopic dermatitis https://doi.org/10.1016/0091-6749(83)90464-5,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00025,S. aureus colonization and clinical symptoms remain stable upon topical XZ.700 treatment: Results of a double-blind randomized clinical trial in patients with mild to moderate atopic dermatitis.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42272236/,10.1002/bcp.70630,42272236,,2026-Jun-10,British journal of clinical pharmacology,['Atopic Dermatitis' '4'],['title' 'abstract'],S. aureus colonization and clinical symptoms remain stable upon topical XZ.700 treatment: Results of a double-blind randomized clinical trial in patients with mild to moderate atopic dermatitis.,95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""']"
EVID-00942,SARS-CoV-2: an Emerging Coronavirus that Causes a Global Threat,['OpenAlex'],OpenAlex,https://doi.org/10.7150/ijbs.45053,10.7150/ijbs.45053,,,2020-01-01,"{""id"": ""doi:10.7150/ijbs.45053"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.7150/ijbs.45053"", ""pdf_url"": ""https://www.ijbs.com/v16p1678.pdf"", ""source"": {""id"": ""https://openalex.org/S26312460"", ""display_name"": ""International Journal of Biological Sciences"", ""issn_l"": ""1449-2288"", ""issn"": [""1449-2288""], ""is_oa"": true, ""is_in_doaj"": true, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310317973"", ""host_organization_name"": ""Ivyspring International Publisher"", ""host_organization_lineage"": [""https://openalex.org/P4310317973""], ""host_organization_lineage_names"": [""Ivyspring International Publisher""], ""type"": ""journal""}, ""license"": ""cc-by-nc"", ""license_id"": ""https://openalex.org/licenses/cc-by-nc"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""International Journal of Biological Sciences"", ""raw_type"": ""journal-article""}",['4'],['title'],SARS-CoV-2: an Emerging Coronavirus that Causes a Global Threat https://doi.org/10.7150/ijbs.45053,95,confirmed direct evidence,False,"['""4"" ""BenevolentAI""']"
EVID-00416,"Safety, tolerability, and pharmacokinetics of HL-300, a novel topical pan-JAK inhibitor, in healthy Chinese adults: a first-in-human, randomized, double-blind, placebo-controlled phase I trial.",['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42252516/,10.1080/13543784.2026.2687028,42252516,,2026-Jun-09,Expert opinion on investigational drugs,['Placebo' 'Atopic Dermatitis' '4'],['title' 'abstract'],"Safety, tolerability, and pharmacokinetics of HL-300, a novel topical pan-JAK inhibitor, in healthy Chinese adults: a first-in-human, randomized, double-blind, placebo-controlled phase I trial.",95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00873,"Serum Vitamin Profiles in Pediatric Eczema, Atopic Dermatitis, and Urticaria.",['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42280397/,10.3390/nu18111754,42280397,PMC13258407,2026-May-29,Nutrients,['Atopic Dermatitis' 'Eczema' '4'],['title' 'abstract'],"Serum Vitamin Profiles in Pediatric Eczema, Atopic Dermatitis, and Urticaria.",95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""' '""4"" ""atopic dermatitis""' '""Eczema""']"
EVID-00571,Severe Eczema Herpeticum With Ocular Involvement Leading to Orbital Cellulitis: A Pediatric Case Report.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42325381/,10.1155/crdm/2155873,42325381,PMC13277754,2026,Case reports in dermatological medicine,['Eczema' 'Atopic Dermatitis'],['title' 'abstract'],Severe Eczema Herpeticum With Ocular Involvement Leading to Orbital Cellulitis: A Pediatric Case Report.,95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""']"
EVID-00537,Severity bands for atopic dermatitis measures: Analysis from adult dupilumab randomized clinical trials.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/41619248/,10.1111/jdv.70310,41619248,PMC13308666,2026-Jul,Journal of the European Academy of Dermatology and Venereology : JEADV,['Atopic Dermatitis' 'Placebo' 'Eczema'],['title' 'abstract'],Severity bands for atopic dermatitis measures: Analysis from adult dupilumab randomized clinical trials.,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00335,Structural basis for selective and potent degradation of IRAK4 by KT-474.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42336816/,10.1038/s41467-026-74105-w,42336816,,2026-Jun-23,Nature communications,['4' 'Atopic Dermatitis'],['title' 'abstract'],Structural basis for selective and potent degradation of IRAK4 by KT-474.,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""']"
EVID-00116,Summary of Research: Dupilumab Safety for Treating Infants to Adults with Moderate-to-Severe Atopic Dermatitis.,['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42154371/,10.1007/s12325-026-03606-3,42154371,,2026-May-19,Advances in therapy,['Atopic Dermatitis' 'Placebo'],['title' 'abstract'],Summary of Research: Dupilumab Safety for Treating Infants to Adults with Moderate-to-Severe Atopic Dermatitis.,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00527,"Sustained Minimal Disease Activity With Upadacitinib and Abrocitinib in Moderate-to-Severe Atopic Dermatitis: A 104-Week, Real-World, Retrospective Study.",['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42347758/,10.1111/ijd.70558,42347758,,2026-Jun-25,International journal of dermatology,['Atopic Dermatitis' '4'],['title'],"Sustained Minimal Disease Activity With Upadacitinib and Abrocitinib in Moderate-to-Severe Atopic Dermatitis: A 104-Week, Real-World, Retrospective Study.",95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""']"
EVID-00413,Sustained on/off-treatment disease control with abrocitinib for moderate-to-severe atopic dermatitis.,['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42165315/,10.1080/09546634.2026.2672328,42165315,,2026-Dec,The Journal of dermatological treatment,['Atopic Dermatitis' 'Placebo' 'Eczema' '4'],['title' 'abstract'],Sustained on/off-treatment disease control with abrocitinib for moderate-to-severe atopic dermatitis.,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00029,T-Cell Populations in Infancy After Maternal Probiotic Supplementation to Prevent Atopic Dermatitis.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/41748464/,10.1002/clt2.70161,41748464,PMC12945665,2026-Mar,Clinical and translational allergy,['Atopic Dermatitis' 'Placebo' '4'],['title' 'abstract'],T-Cell Populations in Infancy After Maternal Probiotic Supplementation to Prevent Atopic Dermatitis.,95,confirmed direct evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00922,T-cell mechanisms in atopic dermatitis.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42272541/,10.5414/ALX02630E,42272541,PMC13248918,2026,Allergologie select,['Atopic Dermatitis'],['title' 'abstract'],T-cell mechanisms in atopic dermatitis.,95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""']"
EVID-00236,Targeted Therapies in Autoimmune Skin Diseases,['OpenAlex'],OpenAlex,https://doi.org/10.1016/j.jid.2021.08.439,10.1016/j.jid.2021.08.439,,,2021-10-29,"{""id"": ""doi:10.1016/j.jid.2021.08.439"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1016/j.jid.2021.08.439"", ""pdf_url"": ""http://www.jidonline.org/article/S0022202X21022879/pdf"", ""source"": {""id"": ""https://openalex.org/S28607811"", ""display_name"": ""Journal of Investigative Dermatology"", ""issn_l"": ""0022-202X"", ""issn"": [""0022-202X"", ""1523-1747""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Journal of Investigative Dermatology"", ""raw_type"": ""journal-article""}",['4'],['title'],Targeted Therapies in Autoimmune Skin Diseases https://doi.org/10.1016/j.jid.2021.08.439,95,confirmed direct evidence,False,"['""BEN2293"" ""atopic dermatitis""' '""Ben2293"" ""atopic dermatitis""'
 '""ben2293"" ""atopic dermatitis""' '""BEN2293""' '""Ben2293""' '""ben2293""'
 '""NCT04737304""']"
EVID-00494,Temporal shifts in the skin microbiome associated with disease flares and treatment in children with atopic dermatitis,['OpenAlex'],OpenAlex,https://doi.org/10.1101/gr.131029.111,10.1101/gr.131029.111,,,2012-02-06,"{""id"": ""doi:10.1101/gr.131029.111"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1101/gr.131029.111"", ""pdf_url"": ""http://genome.cshlp.org/content/22/5/850.full.pdf"", ""source"": {""id"": ""https://openalex.org/S43092948"", ""display_name"": ""Genome Research"", ""issn_l"": ""1088-9051"", ""issn"": [""1088-9051"", ""1549-5469""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310315909"", ""host_organization_name"": ""Cold Spring Harbor Laboratory Press"", ""host_organization_lineage"": [""https://openalex.org/P4310315909""], ""host_organization_lineage_names"": [""Cold Spring Harbor Laboratory Press""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Genome Research"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis'],['title'],Temporal shifts in the skin microbiome associated with disease flares and treatment in children with atopic dermatitis https://doi.org/10.1101/gr.131029.111,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""' '""Eczema"" ""atopic dermatitis""']"
EVID-00909,Th2 Cytokines and Atopic Dermatitis,['OpenAlex'],OpenAlex,https://doi.org/10.4172/2155-9899.1000110,10.4172/2155-9899.1000110,,,2011-01-01,"{""id"": ""doi:10.4172/2155-9899.1000110"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.4172/2155-9899.1000110"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S2764611837"", ""display_name"": ""Journal of Clinical & Cellular Immunology"", ""issn_l"": ""2155-9899"", ""issn"": [""2155-9899""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320466"", ""host_organization_name"": ""OMICS Publishing Group"", ""host_organization_lineage"": [""https://openalex.org/P4310320466""], ""host_organization_lineage_names"": [""OMICS Publishing Group""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Journal of Clinical &amp; Cellular Immunology"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis' '4'],['title'],Th2 Cytokines and Atopic Dermatitis https://doi.org/10.4172/2155-9899.1000110,95,confirmed direct evidence,False,"['""4"" ""atopic dermatitis""']"
EVID-00235,The Burden of Atopic Dermatitis: Summary of a Report for the National Eczema Association,['OpenAlex'],OpenAlex,https://doi.org/10.1016/j.jid.2016.07.012,10.1016/j.jid.2016.07.012,,,2016-09-12,"{""id"": ""doi:10.1016/j.jid.2016.07.012"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1016/j.jid.2016.07.012"", ""pdf_url"": ""http://www.jidonline.org/article/S0022202X16321200/pdf"", ""source"": {""id"": ""https://openalex.org/S28607811"", ""display_name"": ""Journal of Investigative Dermatology"", ""issn_l"": ""0022-202X"", ""issn"": [""0022-202X"", ""1523-1747""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Journal of Investigative Dermatology"", ""raw_type"": ""journal-article""}",['Atopic Dermatitis' 'Eczema'],['title'],The Burden of Atopic Dermatitis: Summary of a Report for the National Eczema Association https://doi.org/10.1016/j.jid.2016.07.012,95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""' '""Eczema""']"
EVID-00684,The Cost-Effectiveness and Budget Impact Analysis of Upadacitinib for Moderate-to-Severe Atopic Dermatitis in Saudi Arabia.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42311574/,10.2147/CEOR.S604093,42311574,PMC13271258,2026,ClinicoEconomics and outcomes research : CEOR,['Atopic Dermatitis' '4'],['title' 'abstract'],The Cost-Effectiveness and Budget Impact Analysis of Upadacitinib for Moderate-to-Severe Atopic Dermatitis in Saudi Arabia.,95,confirmed direct evidence,False,"['""Eczema"" ""atopic dermatitis""']"
