source,query_used,pmid,pmcid,doi,title,abstract,journal,pub_date,url,publication_types,authors,match_location,alias_matched,match_context,confidence
PubMed,"""Eczema"" ""BenevolentAI""",41996013,PMC13171696,10.1007/s40257-026-01017-2,Identifying the Most Relevant Eczema Area and Severity Index Thresholds from the Patient Perspective in Atopic Dermatitis Treatment.,"Atopic dermatitis (AD) is a chronic inflammatory disease significantly impacting patients' quality of life (QoL). While multiple outcome measures exist, a critical gap remains in establishing treatment goals that meaningfully connect improvements in clinician-reported outcome measures (ClinROMs) with patient-reported outcome measures (PROMs).
To determine the Eczema Area and Severity Index (EASI) threshold that best corresponds with clinically meaningful and optimal treatment responses in PROMs, linking ClinROMs and PROMs.
LIBERTY AD CHRONOS, a randomized controlled trial, included adult patients treated with dupilumab 300 mg every 2 weeks plus topical corticosteroids. In this post-hoc analysis of the trial, repeated-measures regression analysis was used to quantify the relationship between EASI and improvements in PROMs.
Most clinically meaningful responses in PROMs were associated with 50-75% EASI improvement from baseline with the greatest impact on achieving clinically meaningful and optimal PROM responses when transitioning from EASI-50 to EASI-75 and minimal additional benefit when transitioning from EASI-75 to EASI-90 and EASI-90 to EASI-100. Two PROM composite end points, encompassing treatment responses in symptoms and QoL, confirmed these findings.
This analysis bridges clinician-reported EASI with PROMs, demonstrating that EASI-75 aligns closely with clinically meaningful and optimal treatment responses from the patient perspective, providing a treatment goal that is both meaningful to patients and visually quantifiable for physicians in moderate-to-severe AD [Graphical abstract available online].
NCT02260986 (registered October 06, 2014).",American journal of clinical dermatology,2026-May,https://pubmed.ncbi.nlm.nih.gov/41996013/,Journal Article; Randomized Controlled Trial,Lawrence F Eichenfield; Peter A Lio; Alan D Irvine; Christian J Apfelbacher; Kenji Kabashima; Amy H Praestgaard; Zhixiao Wang; Mike Bastian,title,Atopic Dermatitis,Identifying the Most Relevant Eczema Area and Severity Index Thresholds from the Patient Perspective in Atopic Dermatitis Treatment.,0
PubMed,"""Eczema"" ""BenevolentAI""",41996013,PMC13171696,10.1007/s40257-026-01017-2,Identifying the Most Relevant Eczema Area and Severity Index Thresholds from the Patient Perspective in Atopic Dermatitis Treatment.,"Atopic dermatitis (AD) is a chronic inflammatory disease significantly impacting patients' quality of life (QoL). While multiple outcome measures exist, a critical gap remains in establishing treatment goals that meaningfully connect improvements in clinician-reported outcome measures (ClinROMs) with patient-reported outcome measures (PROMs).
To determine the Eczema Area and Severity Index (EASI) threshold that best corresponds with clinically meaningful and optimal treatment responses in PROMs, linking ClinROMs and PROMs.
LIBERTY AD CHRONOS, a randomized controlled trial, included adult patients treated with dupilumab 300 mg every 2 weeks plus topical corticosteroids. In this post-hoc analysis of the trial, repeated-measures regression analysis was used to quantify the relationship between EASI and improvements in PROMs.
Most clinically meaningful responses in PROMs were associated with 50-75% EASI improvement from baseline with the greatest impact on achieving clinically meaningful and optimal PROM responses when transitioning from EASI-50 to EASI-75 and minimal additional benefit when transitioning from EASI-75 to EASI-90 and EASI-90 to EASI-100. Two PROM composite end points, encompassing treatment responses in symptoms and QoL, confirmed these findings.
This analysis bridges clinician-reported EASI with PROMs, demonstrating that EASI-75 aligns closely with clinically meaningful and optimal treatment responses from the patient perspective, providing a treatment goal that is both meaningful to patients and visually quantifiable for physicians in moderate-to-severe AD [Graphical abstract available online].
NCT02260986 (registered October 06, 2014).",American journal of clinical dermatology,2026-May,https://pubmed.ncbi.nlm.nih.gov/41996013/,Journal Article; Randomized Controlled Trial,Lawrence F Eichenfield; Peter A Lio; Alan D Irvine; Christian J Apfelbacher; Kenji Kabashima; Amy H Praestgaard; Zhixiao Wang; Mike Bastian,title,Eczema,Identifying the Most Relevant Eczema Area and Severity Index Thresholds from the Patient Perspective in Atopic Dermatitis Treatment.,0
PubMed,"""Eczema"" ""BenevolentAI""",41996013,PMC13171696,10.1007/s40257-026-01017-2,Identifying the Most Relevant Eczema Area and Severity Index Thresholds from the Patient Perspective in Atopic Dermatitis Treatment.,"Atopic dermatitis (AD) is a chronic inflammatory disease significantly impacting patients' quality of life (QoL). While multiple outcome measures exist, a critical gap remains in establishing treatment goals that meaningfully connect improvements in clinician-reported outcome measures (ClinROMs) with patient-reported outcome measures (PROMs).
To determine the Eczema Area and Severity Index (EASI) threshold that best corresponds with clinically meaningful and optimal treatment responses in PROMs, linking ClinROMs and PROMs.
LIBERTY AD CHRONOS, a randomized controlled trial, included adult patients treated with dupilumab 300 mg every 2 weeks plus topical corticosteroids. In this post-hoc analysis of the trial, repeated-measures regression analysis was used to quantify the relationship between EASI and improvements in PROMs.
Most clinically meaningful responses in PROMs were associated with 50-75% EASI improvement from baseline with the greatest impact on achieving clinically meaningful and optimal PROM responses when transitioning from EASI-50 to EASI-75 and minimal additional benefit when transitioning from EASI-75 to EASI-90 and EASI-90 to EASI-100. Two PROM composite end points, encompassing treatment responses in symptoms and QoL, confirmed these findings.
This analysis bridges clinician-reported EASI with PROMs, demonstrating that EASI-75 aligns closely with clinically meaningful and optimal treatment responses from the patient perspective, providing a treatment goal that is both meaningful to patients and visually quantifiable for physicians in moderate-to-severe AD [Graphical abstract available online].
NCT02260986 (registered October 06, 2014).",American journal of clinical dermatology,2026-May,https://pubmed.ncbi.nlm.nih.gov/41996013/,Journal Article; Randomized Controlled Trial,Lawrence F Eichenfield; Peter A Lio; Alan D Irvine; Christian J Apfelbacher; Kenji Kabashima; Amy H Praestgaard; Zhixiao Wang; Mike Bastian,abstract,Atopic Dermatitis,"Atopic dermatitis (AD) is a chronic inflammatory disease significantly impacting patients' quality of life (QoL). While multiple outcome measures exist, a critical gap remains in establishing treatment goals that meaningfully connect imp",0
PubMed,"""Eczema"" ""BenevolentAI""",41996013,PMC13171696,10.1007/s40257-026-01017-2,Identifying the Most Relevant Eczema Area and Severity Index Thresholds from the Patient Perspective in Atopic Dermatitis Treatment.,"Atopic dermatitis (AD) is a chronic inflammatory disease significantly impacting patients' quality of life (QoL). While multiple outcome measures exist, a critical gap remains in establishing treatment goals that meaningfully connect improvements in clinician-reported outcome measures (ClinROMs) with patient-reported outcome measures (PROMs).
To determine the Eczema Area and Severity Index (EASI) threshold that best corresponds with clinically meaningful and optimal treatment responses in PROMs, linking ClinROMs and PROMs.
LIBERTY AD CHRONOS, a randomized controlled trial, included adult patients treated with dupilumab 300 mg every 2 weeks plus topical corticosteroids. In this post-hoc analysis of the trial, repeated-measures regression analysis was used to quantify the relationship between EASI and improvements in PROMs.
Most clinically meaningful responses in PROMs were associated with 50-75% EASI improvement from baseline with the greatest impact on achieving clinically meaningful and optimal PROM responses when transitioning from EASI-50 to EASI-75 and minimal additional benefit when transitioning from EASI-75 to EASI-90 and EASI-90 to EASI-100. Two PROM composite end points, encompassing treatment responses in symptoms and QoL, confirmed these findings.
This analysis bridges clinician-reported EASI with PROMs, demonstrating that EASI-75 aligns closely with clinically meaningful and optimal treatment responses from the patient perspective, providing a treatment goal that is both meaningful to patients and visually quantifiable for physicians in moderate-to-severe AD [Graphical abstract available online].
NCT02260986 (registered October 06, 2014).",American journal of clinical dermatology,2026-May,https://pubmed.ncbi.nlm.nih.gov/41996013/,Journal Article; Randomized Controlled Trial,Lawrence F Eichenfield; Peter A Lio; Alan D Irvine; Christian J Apfelbacher; Kenji Kabashima; Amy H Praestgaard; Zhixiao Wang; Mike Bastian,abstract,Eczema,"res exist, a critical gap remains in establishing treatment goals that meaningfully connect improvements in clinician-reported outcome measures (ClinROMs) with patient-reported outcome measures (PROMs). To determine the Eczema Area and Severity Index (EASI) threshold that best corresponds with clinically meaningful and optimal treatment responses in PROMs, linking ClinROMs and PROMs. LIBERTY AD CHRONOS, a randomized controlled trial, included",0
PubMed,"""Eczema"" ""BenevolentAI""",41996013,PMC13171696,10.1007/s40257-026-01017-2,Identifying the Most Relevant Eczema Area and Severity Index Thresholds from the Patient Perspective in Atopic Dermatitis Treatment.,"Atopic dermatitis (AD) is a chronic inflammatory disease significantly impacting patients' quality of life (QoL). While multiple outcome measures exist, a critical gap remains in establishing treatment goals that meaningfully connect improvements in clinician-reported outcome measures (ClinROMs) with patient-reported outcome measures (PROMs).
To determine the Eczema Area and Severity Index (EASI) threshold that best corresponds with clinically meaningful and optimal treatment responses in PROMs, linking ClinROMs and PROMs.
LIBERTY AD CHRONOS, a randomized controlled trial, included adult patients treated with dupilumab 300 mg every 2 weeks plus topical corticosteroids. In this post-hoc analysis of the trial, repeated-measures regression analysis was used to quantify the relationship between EASI and improvements in PROMs.
Most clinically meaningful responses in PROMs were associated with 50-75% EASI improvement from baseline with the greatest impact on achieving clinically meaningful and optimal PROM responses when transitioning from EASI-50 to EASI-75 and minimal additional benefit when transitioning from EASI-75 to EASI-90 and EASI-90 to EASI-100. Two PROM composite end points, encompassing treatment responses in symptoms and QoL, confirmed these findings.
This analysis bridges clinician-reported EASI with PROMs, demonstrating that EASI-75 aligns closely with clinically meaningful and optimal treatment responses from the patient perspective, providing a treatment goal that is both meaningful to patients and visually quantifiable for physicians in moderate-to-severe AD [Graphical abstract available online].
NCT02260986 (registered October 06, 2014).",American journal of clinical dermatology,2026-May,https://pubmed.ncbi.nlm.nih.gov/41996013/,Journal Article; Randomized Controlled Trial,Lawrence F Eichenfield; Peter A Lio; Alan D Irvine; Christian J Apfelbacher; Kenji Kabashima; Amy H Praestgaard; Zhixiao Wang; Mike Bastian,abstract,4,"perspective, providing a treatment goal that is both meaningful to patients and visually quantifiable for physicians in moderate-to-severe AD [Graphical abstract available online]. NCT02260986 (registered October 06, 2014).",0
PubMed,"""Eczema"" ""BenevolentAI""",41449694,PMC7618621,10.1017/S0029665125102061,"Nutrition in early life, epigenetics and lifelong health - evidence from cohort and intervention studies.","This review summarises evidence from cohort and intervention studies on the relationships between nutrition in early life, epigenetics and lifelong health. Established links include maternal diet quality with conception rates, micronutrient sufficiency before and during pregnancy with preterm birth prevention, gestational vitamin D intake with offspring bone health, preconception iodine status with child IQ, adiposity with offspring obesity and maternal stress with childhood atopic eczema. Animal studies demonstrate that early-life environmental exposures induce lasting phenotypic changes via epigenetic mechanisms, including DNA methylation, histone modifications and non-coding RNA, with DNA methylation of non-imprinted genes most extensively studied. Human data show that nutrition during pregnancy induces epigenetic changes associated with childhood obesity risk, such as Antisense long Non-coding RNA in the INK4 Locus (ANRIL, a long non-coding RNA) methylation variations linked to obesity and replicated across multiple populations. Emerging insights reveal that paternal nutrition and lifestyle also modify sperm epigenomics and influence offspring development. Although nutritional-randomised trials in pregnancy remain limited, findings from the NiPPeR trial showed widespread preconception micronutrient deficiencies and indicated that maternal preconception and pregnancy nutritional supplementation can reduce preterm birth and early childhood obesity. The randomised trials UPBEAT and MAVIDOS have shown that nutritional intervention can impact offspring epigenetics. Postnatal nutritional exposures further influence offspring epigenetic profiles, exemplified by ALSPAC cohort findings linking rapid infant weight gain to later methylation changes and increased obesity risk. Together, these studies support a persistent impact of maternal and early-life nutrition on child health and development, underpinned by modifiable epigenetic processes.",The Proceedings of the Nutrition Society,2025-Dec-26,https://pubmed.ncbi.nlm.nih.gov/41449694/,Journal Article; Review,Keith M Godfrey; Paula Costello; Sarah El-Heis,abstract,Eczema,"ing pregnancy with preterm birth prevention, gestational vitamin D intake with offspring bone health, preconception iodine status with child IQ, adiposity with offspring obesity and maternal stress with childhood atopic eczema. Animal studies demonstrate that early-life environmental exposures induce lasting phenotypic changes via epigenetic mechanisms, including DNA methylation, histone modifications and non-coding RNA, with DNA methylation",0
PubMed,"""Eczema"" ""BenevolentAI""",41449694,PMC7618621,10.1017/S0029665125102061,"Nutrition in early life, epigenetics and lifelong health - evidence from cohort and intervention studies.","This review summarises evidence from cohort and intervention studies on the relationships between nutrition in early life, epigenetics and lifelong health. Established links include maternal diet quality with conception rates, micronutrient sufficiency before and during pregnancy with preterm birth prevention, gestational vitamin D intake with offspring bone health, preconception iodine status with child IQ, adiposity with offspring obesity and maternal stress with childhood atopic eczema. Animal studies demonstrate that early-life environmental exposures induce lasting phenotypic changes via epigenetic mechanisms, including DNA methylation, histone modifications and non-coding RNA, with DNA methylation of non-imprinted genes most extensively studied. Human data show that nutrition during pregnancy induces epigenetic changes associated with childhood obesity risk, such as Antisense long Non-coding RNA in the INK4 Locus (ANRIL, a long non-coding RNA) methylation variations linked to obesity and replicated across multiple populations. Emerging insights reveal that paternal nutrition and lifestyle also modify sperm epigenomics and influence offspring development. Although nutritional-randomised trials in pregnancy remain limited, findings from the NiPPeR trial showed widespread preconception micronutrient deficiencies and indicated that maternal preconception and pregnancy nutritional supplementation can reduce preterm birth and early childhood obesity. The randomised trials UPBEAT and MAVIDOS have shown that nutritional intervention can impact offspring epigenetics. Postnatal nutritional exposures further influence offspring epigenetic profiles, exemplified by ALSPAC cohort findings linking rapid infant weight gain to later methylation changes and increased obesity risk. Together, these studies support a persistent impact of maternal and early-life nutrition on child health and development, underpinned by modifiable epigenetic processes.",The Proceedings of the Nutrition Society,2025-Dec-26,https://pubmed.ncbi.nlm.nih.gov/41449694/,Journal Article; Review,Keith M Godfrey; Paula Costello; Sarah El-Heis,abstract,4,"ylation of non-imprinted genes most extensively studied. Human data show that nutrition during pregnancy induces epigenetic changes associated with childhood obesity risk, such as Antisense long Non-coding RNA in the INK4 Locus (ANRIL, a long non-coding RNA) methylation variations linked to obesity and replicated across multiple populations. Emerging insights reveal that paternal nutrition and lifestyle also modify sperm epigenomics and",0
PubMed,"""Eczema"" ""BenevolentAI""",41173425,,10.1016/j.jaad.2025.10.123,International multicenter case series of gestational dupilumab exposure in the treatment of atopic dermatitis: Maternal complications and fetal outcomes.,,Journal of the American Academy of Dermatology,2026-Mar,https://pubmed.ncbi.nlm.nih.gov/41173425/,Journal Article,Ajay S Dulai; Emi M Murase; Gianluca Avallone; Silvia Mariel Ferrucci; Angelo Valerio Marzano; Simone Ribero; Michael Ardern-Jones; Emily Ko; Carsten Flohr; Yael Anne Leshem; Mette Deleuran; Christian Vestergaard,title,Atopic Dermatitis,International multicenter case series of gestational dupilumab exposure in the treatment of atopic dermatitis: Maternal complications and fetal outcomes.,0
PubMed,"""Eczema"" ""BenevolentAI""",40714954,PMC12410369,10.1002/clt2.70080,Maternal Dietary Inflammatory Status and Serum Neopterin During Pregnancy: Influence on Infantile Atopic Eczema in the Offspring.,"A protective influence of maternal inflammatory status on infantile atopic eczema risk has been proposed, but few studies have investigated these potential links. We examined the associations between energy-adjusted dietary inflammatory index (E-DII) scores indicative of an inflammatory dietary pattern, maternal serum neopterin levels, a biomarker elevated in Th1 immune activation, and infantile risk of atopic eczema.
Within the UK Southampton Women's Survey, mothers' diets were recorded using questionnaires at preconception, early and late pregnancy and E-DII scores derived. 3006 deliveries of live born infants with no major congenital growth abnormalities who were assessed for atopic eczema at 6 or 12 months (ascertained using the UK Working Party Diagnostic Criteria [n = 2955 and 2871, respectively]). A sub-sample of 497 mothers had serum neopterin measured in late pregnancy.
Unadjusted analyses showed that higher E-DII in preconception and late pregnancy was associated with a lower risk of eczema at ages 6 and 12 months. After adjusting for maternal BMI, age, parity, education, smoking during pregnancy, breastfeeding duration and sex, higher E-DII in late pregnancy was associated with reduced risks of eczema at age 6 and 12 months (OR 0.89 [95% CI 0.81, 0.99], p = 0.03 and OR 0.91 [0.82, 1.00], p = 0.05, respectively). Consistent with this, higher maternal serum neopterin was associated with a lower risk of eczema at ages 6 months (OR 0.72 [0.51, 1.01], p = 0.05) and 12 months (OR 0.71 [0.53, 0.96], p = 0.03).
The findings suggest that a pro-inflammatory maternal diet and an inflammatory maternal environment during pregnancy may protect the developing infant from Th2 driven inflammation and lower the risk of infantile atopic eczema.
NCT04715945.",Clinical and translational allergy,2025-Jul,https://pubmed.ncbi.nlm.nih.gov/40714954/,Journal Article,Sarah El-Heis; Sarah R Crozier; Evelyn X Loo; Elizabeth H Tham; Nicholas C Harvey; Hazel M Inskip; Southampton Women's Survey Study Group; Keith M Godfrey,title,Eczema,Maternal Dietary Inflammatory Status and Serum Neopterin During Pregnancy: Influence on Infantile Atopic Eczema in the Offspring.,0
PubMed,"""Eczema"" ""BenevolentAI""",40714954,PMC12410369,10.1002/clt2.70080,Maternal Dietary Inflammatory Status and Serum Neopterin During Pregnancy: Influence on Infantile Atopic Eczema in the Offspring.,"A protective influence of maternal inflammatory status on infantile atopic eczema risk has been proposed, but few studies have investigated these potential links. We examined the associations between energy-adjusted dietary inflammatory index (E-DII) scores indicative of an inflammatory dietary pattern, maternal serum neopterin levels, a biomarker elevated in Th1 immune activation, and infantile risk of atopic eczema.
Within the UK Southampton Women's Survey, mothers' diets were recorded using questionnaires at preconception, early and late pregnancy and E-DII scores derived. 3006 deliveries of live born infants with no major congenital growth abnormalities who were assessed for atopic eczema at 6 or 12 months (ascertained using the UK Working Party Diagnostic Criteria [n = 2955 and 2871, respectively]). A sub-sample of 497 mothers had serum neopterin measured in late pregnancy.
Unadjusted analyses showed that higher E-DII in preconception and late pregnancy was associated with a lower risk of eczema at ages 6 and 12 months. After adjusting for maternal BMI, age, parity, education, smoking during pregnancy, breastfeeding duration and sex, higher E-DII in late pregnancy was associated with reduced risks of eczema at age 6 and 12 months (OR 0.89 [95% CI 0.81, 0.99], p = 0.03 and OR 0.91 [0.82, 1.00], p = 0.05, respectively). Consistent with this, higher maternal serum neopterin was associated with a lower risk of eczema at ages 6 months (OR 0.72 [0.51, 1.01], p = 0.05) and 12 months (OR 0.71 [0.53, 0.96], p = 0.03).
The findings suggest that a pro-inflammatory maternal diet and an inflammatory maternal environment during pregnancy may protect the developing infant from Th2 driven inflammation and lower the risk of infantile atopic eczema.
NCT04715945.",Clinical and translational allergy,2025-Jul,https://pubmed.ncbi.nlm.nih.gov/40714954/,Journal Article,Sarah El-Heis; Sarah R Crozier; Evelyn X Loo; Elizabeth H Tham; Nicholas C Harvey; Hazel M Inskip; Southampton Women's Survey Study Group; Keith M Godfrey,abstract,Eczema,"A protective influence of maternal inflammatory status on infantile atopic eczema risk has been proposed, but few studies have investigated these potential links. We examined the associations between energy-adjusted dietary inflammatory index (E-DII) scores indicative of an inflammatory dietary patte",0
PubMed,"""Eczema"" ""BenevolentAI""",40714954,PMC12410369,10.1002/clt2.70080,Maternal Dietary Inflammatory Status and Serum Neopterin During Pregnancy: Influence on Infantile Atopic Eczema in the Offspring.,"A protective influence of maternal inflammatory status on infantile atopic eczema risk has been proposed, but few studies have investigated these potential links. We examined the associations between energy-adjusted dietary inflammatory index (E-DII) scores indicative of an inflammatory dietary pattern, maternal serum neopterin levels, a biomarker elevated in Th1 immune activation, and infantile risk of atopic eczema.
Within the UK Southampton Women's Survey, mothers' diets were recorded using questionnaires at preconception, early and late pregnancy and E-DII scores derived. 3006 deliveries of live born infants with no major congenital growth abnormalities who were assessed for atopic eczema at 6 or 12 months (ascertained using the UK Working Party Diagnostic Criteria [n = 2955 and 2871, respectively]). A sub-sample of 497 mothers had serum neopterin measured in late pregnancy.
Unadjusted analyses showed that higher E-DII in preconception and late pregnancy was associated with a lower risk of eczema at ages 6 and 12 months. After adjusting for maternal BMI, age, parity, education, smoking during pregnancy, breastfeeding duration and sex, higher E-DII in late pregnancy was associated with reduced risks of eczema at age 6 and 12 months (OR 0.89 [95% CI 0.81, 0.99], p = 0.03 and OR 0.91 [0.82, 1.00], p = 0.05, respectively). Consistent with this, higher maternal serum neopterin was associated with a lower risk of eczema at ages 6 months (OR 0.72 [0.51, 1.01], p = 0.05) and 12 months (OR 0.71 [0.53, 0.96], p = 0.03).
The findings suggest that a pro-inflammatory maternal diet and an inflammatory maternal environment during pregnancy may protect the developing infant from Th2 driven inflammation and lower the risk of infantile atopic eczema.
NCT04715945.",Clinical and translational allergy,2025-Jul,https://pubmed.ncbi.nlm.nih.gov/40714954/,Journal Article,Sarah El-Heis; Sarah R Crozier; Evelyn X Loo; Elizabeth H Tham; Nicholas C Harvey; Hazel M Inskip; Southampton Women's Survey Study Group; Keith M Godfrey,abstract,4,"infants with no major congenital growth abnormalities who were assessed for atopic eczema at 6 or 12 months (ascertained using the UK Working Party Diagnostic Criteria [n = 2955 and 2871, respectively]). A sub-sample of 497 mothers had serum neopterin measured in late pregnancy. Unadjusted analyses showed that higher E-DII in preconception and late pregnancy was associated with a lower risk of eczema at ages 6 and 12 months. After adjust",0
PubMed,"""Eczema"" ""BenevolentAI""",40584946,PMC12202868,10.1093/skinhd/vzaf020,A pan-European register-based observational study of abrocitinib and conventional systemic therapies in moderate and severe atopic dermatitis: the DREAM TO TREAT AD study protocol.,"Atopic dermatitis (AD) is a common chronic inflammatory skin condition. Currently, there is a lack of real-world evidence regarding the effectiveness of systemic therapies for moderate-to-severe AD. Abrocitinib is a novel Janus kinase 1 selective inhibitor licensed for AD in adults and adolescents requiring systemic treatment. The DREAM TO TREAT AD (D2T AD) study was set up to collect real-world data on abrocitinib and conventional systemic treatment use in moderate-to-severe AD. It aims to describe treatment patterns and effectiveness within a 3-year follow-up period in five registers: Ireland [Atopic Eczema Systemic Therapy Register (A-STAR) Ireland], Denmark (SCRATCH), Germany (TREATgermany), the Netherlands and Belgium (TREAT NL/BE), and the UK (A-STAR UK).
The study protocol and methodology were developed collaboratively by academics of the participating registers with the study funder. The study follow-up timepoints and outcomes are based on an international Delphi exercise previously run by the TREAT Registry Taskforce. All five registers collect data in several domains, including patients' characteristics and treatment outcomes in patients receiving systemic treatment. Assignment to treatment was decided by the treating clinician. Data collected by the registers will be transformed into harmonized datasets and then to analytical datasets (ADS) to address research questions. Study objectives include describing patient baseline characteristics, in addition to clinician- (Eczema Area and Severity Index) and patient-reported outcomes [Patient-Reported Eczema Measure (POEM), Children's/Dermatology Life Quality Index (C/DLQI), Peak Pruritus Numeric Rate Scale (PP-NRS)] at baseline and follow-up, as well as treatment patterns while on abrocitinib and conventional systemic treatments. The ADS will be analysed using the novel DataSHIELD solution that enables centralized statistical analysis on decentralized data (i.e. without data leaving the register of origin). The DataSHIELD solution includes central analytic hubs (CAHs) and local data nodes (LDNs). CAH can remotely interrogate LDNs via an internet connection using analytical commands. Each LDN produces local statistical results that are sent back to the CAH, which can then combine the results from all LNDs without seeing any patient-level data.
D2T AD undertakes a novel federated data analysis approach across five registers in observational dermatology research and will provide crucial information on AD treatment outcomes for clinical decision-making, in addition to proving the feasibility of this type of scientific collaboration.
EMA RWD Catalogue (EU PAS no.: 108468; study ID: 199009; https://catalogues.ema.europa.eu/node/3894/administrative-details).",Skin health and disease,2025-Jun,https://pubmed.ncbi.nlm.nih.gov/40584946/,Journal Article,Elizaveta Gribaleva; Niels Steen Krogh; David Prieto-Merino; Bolaji Coker; Abaigeal Jackson; Ahmet Akkoc; Thomas Birkner; Erwin Bruninx; Con Hennessy; Kaitlyn Chan; Lara Cutlar; Byron Farrell,title,Atopic Dermatitis,A pan-European register-based observational study of abrocitinib and conventional systemic therapies in moderate and severe atopic dermatitis: the DREAM TO TREAT AD study protocol.,0
PubMed,"""Eczema"" ""BenevolentAI""",40584946,PMC12202868,10.1093/skinhd/vzaf020,A pan-European register-based observational study of abrocitinib and conventional systemic therapies in moderate and severe atopic dermatitis: the DREAM TO TREAT AD study protocol.,"Atopic dermatitis (AD) is a common chronic inflammatory skin condition. Currently, there is a lack of real-world evidence regarding the effectiveness of systemic therapies for moderate-to-severe AD. Abrocitinib is a novel Janus kinase 1 selective inhibitor licensed for AD in adults and adolescents requiring systemic treatment. The DREAM TO TREAT AD (D2T AD) study was set up to collect real-world data on abrocitinib and conventional systemic treatment use in moderate-to-severe AD. It aims to describe treatment patterns and effectiveness within a 3-year follow-up period in five registers: Ireland [Atopic Eczema Systemic Therapy Register (A-STAR) Ireland], Denmark (SCRATCH), Germany (TREATgermany), the Netherlands and Belgium (TREAT NL/BE), and the UK (A-STAR UK).
The study protocol and methodology were developed collaboratively by academics of the participating registers with the study funder. The study follow-up timepoints and outcomes are based on an international Delphi exercise previously run by the TREAT Registry Taskforce. All five registers collect data in several domains, including patients' characteristics and treatment outcomes in patients receiving systemic treatment. Assignment to treatment was decided by the treating clinician. Data collected by the registers will be transformed into harmonized datasets and then to analytical datasets (ADS) to address research questions. Study objectives include describing patient baseline characteristics, in addition to clinician- (Eczema Area and Severity Index) and patient-reported outcomes [Patient-Reported Eczema Measure (POEM), Children's/Dermatology Life Quality Index (C/DLQI), Peak Pruritus Numeric Rate Scale (PP-NRS)] at baseline and follow-up, as well as treatment patterns while on abrocitinib and conventional systemic treatments. The ADS will be analysed using the novel DataSHIELD solution that enables centralized statistical analysis on decentralized data (i.e. without data leaving the register of origin). The DataSHIELD solution includes central analytic hubs (CAHs) and local data nodes (LDNs). CAH can remotely interrogate LDNs via an internet connection using analytical commands. Each LDN produces local statistical results that are sent back to the CAH, which can then combine the results from all LNDs without seeing any patient-level data.
D2T AD undertakes a novel federated data analysis approach across five registers in observational dermatology research and will provide crucial information on AD treatment outcomes for clinical decision-making, in addition to proving the feasibility of this type of scientific collaboration.
EMA RWD Catalogue (EU PAS no.: 108468; study ID: 199009; https://catalogues.ema.europa.eu/node/3894/administrative-details).",Skin health and disease,2025-Jun,https://pubmed.ncbi.nlm.nih.gov/40584946/,Journal Article,Elizaveta Gribaleva; Niels Steen Krogh; David Prieto-Merino; Bolaji Coker; Abaigeal Jackson; Ahmet Akkoc; Thomas Birkner; Erwin Bruninx; Con Hennessy; Kaitlyn Chan; Lara Cutlar; Byron Farrell,abstract,Atopic Dermatitis,"Atopic dermatitis (AD) is a common chronic inflammatory skin condition. Currently, there is a lack of real-world evidence regarding the effectiveness of systemic therapies for moderate-to-severe AD. Abrocitinib is a novel Janus kinase 1",0
